customer_id,signup_date,segment,country,acquisition_channel,is_active
C001995,2023-11-17,Enterprise,AR,Paid Ads,True
C001996,2023-05-29,Enterprise,GA,Partner,True
C001997,2023-05-23,SMB,AG,Organic,False
C001998,2024-04-05,Enterprise,BS,Partner,False
C001999,2022-04-04,SMB,IE,Partner,True
C002000,2022-07-08,Mid-Market,BI,Partner,True
C002001,2022-05-22,SMB,CI,Paid Ads,False
C002002,2024-03-25,SMB,SD,Organic,True
C002003,2022-10-03,SMB,DE,Referral,False
C002004,2022-04-28,Enterprise,AU,Paid Ads,True
C002005,2024-12-30,SMB,WS,Partner,True
C002006,2022-07-23,SMB,BZ,Paid Ads,True
C002007,2024-09-20,Mid-Market,PS,Paid Ads,True
C002008,2023-05-10,SMB,FJ,Paid Ads,False
C002009,2024-03-26,SMB,VN,Partner,True
C002010,2023-08-15,Mid-Market,TL,Organic,False
C002011,2023-02-14,SMB,NR,Paid Ads,False
C002012,2022-08-07,SMB,CZ,Organic,True
C002013,2023-01-02,SMB,GB,Partner,False
C002014,2022-04-22,SMB,KG,Organic,True
C002015,2024-01-31,Enterprise,ZA,Partner,True
C002016,2022-03-26,Mid-Market,GW,Partner,True
C002017,2023-01-13,SMB,BS,Partner,True
C002018,2022-02-28,SMB,CN,Partner,False
C002019,2022-11-12,SMB,ZM,Organic,True
C002020,2023-03-04,SMB,GA,Partner,True
C002021,2022-12-01,Mid-Market,TM,Paid Ads,True
C002022,2023-03-08,Mid-Market,SN,Partner,True
C002023,2022-02-12,Mid-Market,BR,Referral,False
C002024,2022-03-07,SMB,MD,Partner,True
C002025,2024-05-19,Mid-Market,DJ,Paid Ads,True
C002026,2024-04-01,SMB,TH,Paid Ads,True
C002027,2023-08-14,Mid-Market,ES,Referral,True
C002028,2023-09-03,SMB,BY,Partner,True
C002029,2022-12-12,SMB,MH,Organic,True
C002030,2022-09-13,SMB,NZ,Paid Ads,False
C002031,2024-04-18,Mid-Market,BF,Partner,True
C002032,2022-11-07,Enterprise,SG,Partner,True
C002033,2023-07-09,Mid-Market,GD,Organic,True
C002034,2023-06-30,Mid-Market,IT,Paid Ads,True
C002035,2023-07-01,Enterprise,ME,Referral,True
C002036,2022-09-01,Mid-Market,LS,Partner,False
C002037,2023-07-01,SMB,NG,Organic,False
C002038,2023-12-03,SMB,ME,Referral,False
C002039,2024-06-05,Mid-Market,ST,Paid Ads,True
C002040,2022-05-30,SMB,ID,Paid Ads,True
C002041,2023-08-27,Enterprise,BD,Paid Ads,True
C002042,2024-11-06,Enterprise,WS,Partner,True
C002043,2022-01-21,SMB,MC,Partner,False
C002044,2023-09-06,SMB,ZA,Referral,True
C002045,2022-09-23,SMB,KZ,Paid Ads,True
C002046,2023-03-27,Enterprise,LT,Organic,False
C002047,2024-01-03,Mid-Market,PW,Organic,True
C002048,2024-09-05,SMB,VE,Organic,True
C002049,2023-06-01,SMB,CU,Referral,False
C002050,2023-08-31,SMB,TT,Partner,True
C002051,2024-10-15,SMB,PH,Organic,True
C002052,2023-03-26,SMB,ZM,Paid Ads,False
C002053,2024-06-20,SMB,BW,Organic,True
C002054,2022-01-06,SMB,TD,Paid Ads,True
C002055,2022-03-23,Mid-Market,BR,Organic,True
C002056,2023-12-14,Enterprise,ME,Organic,True
C002057,2023-07-18,Mid-Market,LV,Partner,True
C002058,2023-01-23,SMB,SD,Referral,True
C002059,2023-05-08,Mid-Market,SI,Partner,True
C002060,2023-09-16,Mid-Market,BD,Paid Ads,False
C002061,2023-10-10,SMB,BZ,Organic,True
C002062,2024-06-29,SMB,DO,Referral,True
C002063,2024-09-10,Mid-Market,QA,Referral,True
C002064,2023-04-17,Mid-Market,DZ,Partner,False
C002065,2023-05-05,Enterprise,KP,Paid Ads,True
C002066,2022-12-25,Mid-Market,KP,Organic,True
C002067,2024-12-21,SMB,AO,Paid Ads,True
C002068,2024-11-24,SMB,MD,Organic,False
C002069,2023-02-02,SMB,EG,Referral,True
C002070,2023-07-30,SMB,GR,Organic,True
C002071,2023-02-28,SMB,BS,Organic,True
C002072,2022-10-18,SMB,VA,Referral,False
C002073,2022-12-24,SMB,DE,Referral,True
C002074,2022-10-23,SMB,TO,Referral,True
C002075,2022-08-12,Enterprise,ER,Referral,True
C002076,2023-10-16,SMB,BE,Referral,False
C002077,2024-12-07,Mid-Market,NZ,Organic,True
C002078,2023-09-11,SMB,GA,Paid Ads,True
C002079,2024-12-19,SMB,VU,Paid Ads,True
C002080,2023-02-01,Mid-Market,GN,Partner,False
C002081,2023-05-07,Mid-Market,LV,Paid Ads,False
C002082,2024-03-04,Mid-Market,GB,Organic,True
C002083,2024-01-30,Mid-Market,LC,Partner,True
C002084,2024-06-20,Enterprise,HT,Organic,True
C002085,2023-06-18,SMB,IQ,Organic,True
C002086,2023-10-27,SMB,NI,Referral,False
C002087,2023-02-12,SMB,HU,Partner,True
C002088,2024-03-07,SMB,DK,Paid Ads,True
C002089,2023-12-03,SMB,GM,Partner,True
C002090,2024-12-28,Enterprise,JO,Referral,True
C002091,2024-03-02,SMB,GN,Paid Ads,True
C002092,2022-11-21,Mid-Market,GD,Partner,True
C002093,2022-12-13,SMB,MD,Paid Ads,True
C002094,2022-11-01,SMB,TZ,Referral,True
C002095,2022-11-07,SMB,SK,Paid Ads,True
C002096,2024-11-20,SMB,TM,Organic,True
C002097,2023-12-10,SMB,KH,Organic,True
C002098,2023-08-26,SMB,RO,Partner,True
C002099,2024-09-28,Enterprise,BY,Organic,True
C002100,2024-05-22,SMB,OM,Partner,True
C002101,2024-08-04,SMB,NA,Partner,True
C002102,2024-12-01,Mid-Market,MR,Organic,True
C002103,2024-09-11,SMB,AF,Partner,True
C002104,2023-07-21,SMB,TN,Referral,True
C002105,2022-02-28,SMB,MU,Referral,True
C002106,2022-05-07,Mid-Market,PH,Organic,True
C002107,2023-03-15,Mid-Market,BS,Partner,True
C002108,2024-08-12,Enterprise,BG,Referral,True
C002109,2023-03-29,SMB,FJ,Referral,True
C002110,2022-04-03,SMB,MN,Paid Ads,False
C002111,2023-10-24,SMB,LV,Partner,False
C002112,2023-02-07,SMB,PA,Organic,False
C002113,2022-07-18,Mid-Market,PL,Organic,True
C002114,2024-06-01,SMB,VE,Paid Ads,True
C002115,2022-04-27,SMB,TM,Referral,False
C002116,2024-12-29,SMB,MA,Organic,True
C002117,2024-08-22,SMB,IS,Paid Ads,True
C002118,2024-01-01,SMB,MD,Organic,False
C002119,2022-03-28,SMB,SK,Organic,True
C002120,2022-07-07,SMB,PY,Organic,True
C002121,2024-06-19,SMB,NR,Partner,True
C002122,2023-05-08,SMB,CU,Referral,True
C002123,2022-06-24,SMB,MA,Referral,True
C002124,2024-08-21,Enterprise,ET,Organic,True
C002125,2022-06-23,SMB,DZ,Partner,True
C002126,2023-03-16,Mid-Market,NG,Partner,True
C002127,2023-01-04,Enterprise,BA,Partner,True
C002128,2023-10-31,Mid-Market,TL,Partner,True
C002129,2022-11-19,Mid-Market,EE,Referral,True
C002130,2023-02-15,Enterprise,ID,Organic,True
C002131,2022-10-28,SMB,IS,Partner,False
C002132,2024-09-05,Mid-Market,CA,Paid Ads,True
C002133,2022-03-10,SMB,CL,Organic,True
C002134,2022-12-07,SMB,DZ,Organic,True
C002135,2023-07-09,Mid-Market,KI,Organic,True
C002136,2024-01-20,Mid-Market,DM,Partner,False
C002137,2022-11-15,SMB,GN,Partner,True
C002138,2023-11-07,Mid-Market,UG,Organic,True
C002139,2024-07-12,Mid-Market,KR,Partner,True
C002140,2023-05-22,SMB,BE,Referral,True
C002141,2024-05-09,Enterprise,AL,Referral,True
C002142,2023-09-24,Mid-Market,GA,Organic,True
C002143,2022-02-10,Enterprise,MZ,Paid Ads,True
C002144,2024-06-17,SMB,LT,Partner,True
C002145,2024-04-20,SMB,RW,Paid Ads,True
C002146,2024-04-15,Enterprise,BI,Partner,True
C002147,2024-02-09,SMB,AF,Paid Ads,True
C002148,2022-10-18,Mid-Market,RU,Paid Ads,True
C002149,2024-02-26,SMB,KP,Referral,True
C002150,2022-05-16,SMB,ID,Partner,True
C002151,2023-01-29,SMB,NP,Referral,False
C002152,2024-03-25,Mid-Market,TH,Partner,True
C002153,2022-03-25,Mid-Market,MZ,Referral,True
C002154,2022-06-04,SMB,LS,Referral,False
C002155,2024-07-11,SMB,ES,Organic,False
C002156,2023-06-27,Enterprise,BG,Organic,True
C002157,2022-03-20,Enterprise,UA,Partner,True
C002158,2022-12-25,Enterprise,FI,Organic,True
C002159,2022-02-20,SMB,SK,Referral,True
C002160,2022-11-11,Enterprise,TJ,Referral,True
C002161,2023-02-28,SMB,SC,Partner,True
C002162,2023-04-09,Mid-Market,IS,Partner,True
C002163,2022-04-04,SMB,LY,Organic,True
C002164,2022-08-23,Enterprise,SE,Partner,True
C002165,2022-10-14,SMB,SM,Paid Ads,True
C002166,2024-11-17,SMB,PH,Organic,True
C002167,2024-11-16,SMB,MA,Referral,False
C002168,2024-06-12,SMB,BF,Paid Ads,True
C002169,2024-06-19,SMB,PS,Referral,True
C002170,2024-08-28,SMB,LT,Partner,True
C002171,2023-12-23,SMB,MX,Partner,False
C002172,2022-02-23,Enterprise,LR,Partner,True
C002173,2024-10-18,SMB,BS,Partner,True
C002174,2022-05-09,Mid-Market,US,Referral,True
C002175,2022-11-15,Mid-Market,NO,Organic,True
C002176,2022-07-10,SMB,TH,Partner,True
C002177,2023-02-22,SMB,GW,Referral,True
C002178,2022-06-07,Mid-Market,MT,Partner,True
C002179,2024-08-15,Mid-Market,TG,Referral,True
C002180,2023-05-09,SMB,BO,Partner,True
C002181,2024-02-03,Mid-Market,MA,Organic,True
C002182,2024-05-30,SMB,KZ,Organic,False
C002183,2024-12-15,SMB,AE,Paid Ads,True
C002184,2022-04-26,SMB,AR,Organic,True
C002185,2022-03-30,SMB,DO,Partner,True
C002186,2023-01-12,Mid-Market,AL,Organic,True
C002187,2024-12-15,Mid-Market,SO,Partner,True
C002188,2024-01-27,SMB,GR,Paid Ads,True
C002189,2023-08-30,SMB,CV,Paid Ads,True
C002190,2022-01-09,SMB,MV,Paid Ads,True
C002191,2022-11-27,SMB,BA,Referral,True
C002192,2022-06-21,Mid-Market,CF,Paid Ads,True
C002193,2024-08-17,SMB,UY,Referral,True
C002194,2023-07-13,SMB,TD,Referral,False
C002195,2022-05-16,SMB,UZ,Organic,True
C002196,2024-05-10,Mid-Market,PK,Partner,True
C002197,2023-08-07,Enterprise,MV,Partner,True
C002198,2022-05-29,Mid-Market,LS,Paid Ads,True
C002199,2023-04-01,SMB,JP,Referral,True
C002200,2022-02-06,SMB,MM,Partner,True
C002201,2024-09-08,SMB,NZ,Partner,False
C002202,2022-12-14,SMB,CY,Organic,True
C002203,2023-01-18,Mid-Market,BR,Paid Ads,False
C002204,2024-08-26,SMB,OM,Referral,True
C002205,2022-09-29,SMB,JO,Partner,True
C002206,2023-08-25,SMB,MN,Paid Ads,True
C002207,2023-11-02,SMB,UY,Paid Ads,True
C002208,2023-07-30,SMB,TL,Referral,True
C002209,2022-07-05,SMB,NE,Organic,True
C002210,2023-11-16,Enterprise,IR,Referral,True
C002211,2022-03-06,Mid-Market,EC,Paid Ads,True
C002212,2022-09-12,Mid-Market,SD,Paid Ads,False
C002213,2023-06-03,SMB,UA,Organic,True
C002214,2024-04-20,SMB,CM,Paid Ads,True
C002215,2023-11-18,Enterprise,NO,Referral,True
C002216,2023-11-01,Enterprise,GQ,Referral,True
C002217,2023-02-23,Mid-Market,AG,Organic,True
C002218,2024-09-06,SMB,NA,Organic,True
C002219,2024-08-04,SMB,SZ,Partner,False
C002220,2022-03-13,Mid-Market,QA,Paid Ads,True
C002221,2023-02-16,Enterprise,NG,Partner,True
C002222,2023-01-22,Mid-Market,ES,Referral,False
C002223,2023-01-15,SMB,LV,Paid Ads,False
C002224,2023-04-03,SMB,ID,Partner,False
C002225,2024-06-20,SMB,LB,Organic,True
C002226,2022-05-01,Enterprise,IE,Paid Ads,True
C002227,2022-03-25,SMB,KE,Referral,True
C002228,2022-09-10,Mid-Market,TV,Paid Ads,True
C002229,2024-10-21,SMB,QA,Referral,True
C002230,2023-02-12,SMB,GM,Organic,True
C002231,2022-08-14,Mid-Market,SD,Partner,False
C002232,2023-03-16,Mid-Market,FI,Paid Ads,True
C002233,2024-01-17,Mid-Market,CL,Organic,True
C002234,2023-03-06,Mid-Market,CZ,Organic,True
C002235,2023-06-20,Enterprise,NZ,Partner,True
C002236,2024-11-26,Mid-Market,GA,Organic,True
C002237,2023-03-11,SMB,PH,Partner,False
C002238,2022-08-01,SMB,BR,Referral,False
C002239,2024-12-05,SMB,NL,Organic,False
C002240,2023-02-01,Mid-Market,KN,Organic,True
C002241,2022-06-23,Enterprise,HU,Referral,False
C002242,2023-11-10,SMB,LR,Referral,True
C002243,2022-05-17,SMB,KW,Organic,True
C002244,2023-05-09,SMB,CV,Partner,True
C002245,2023-07-19,SMB,FM,Partner,True
C002246,2024-08-24,Mid-Market,JO,Paid Ads,False
C002247,2023-05-25,Mid-Market,TR,Organic,True
C002248,2023-06-14,Mid-Market,EE,Referral,True
C002249,2024-10-07,SMB,SD,Paid Ads,False
C002250,2024-05-21,Mid-Market,NR,Partner,False
C002251,2023-11-08,SMB,CD,Partner,True
C002252,2023-11-15,Mid-Market,TZ,Referral,True
C002253,2024-07-27,Mid-Market,BO,Organic,True
C002254,2022-12-16,SMB,FM,Organic,True
C002255,2023-03-17,SMB,IS,Paid Ads,True
C002256,2022-10-25,SMB,PS,Referral,True
C002257,2022-01-08,SMB,KE,Paid Ads,True
C002258,2022-02-20,SMB,LV,Partner,True
C002259,2022-12-12,SMB,MY,Paid Ads,True
C002260,2024-05-08,SMB,HR,Partner,True
C002261,2022-03-07,Mid-Market,EC,Organic,True
C002262,2024-09-09,SMB,DE,Referral,True
C002263,2024-07-28,Mid-Market,MR,Paid Ads,True
C002264,2022-09-03,SMB,CI,Referral,True
C002265,2024-02-21,Mid-Market,TT,Paid Ads,True
C002266,2022-11-18,SMB,CM,Paid Ads,True
C002267,2023-10-30,SMB,SE,Partner,True
C002268,2022-03-30,Mid-Market,MX,Paid Ads,True
C002269,2024-07-09,Mid-Market,TO,Organic,True
C002270,2024-06-14,SMB,VE,Paid Ads,False
C002271,2024-10-05,Mid-Market,MH,Paid Ads,True
C002272,2023-11-29,Enterprise,AO,Paid Ads,True
C002273,2024-09-10,SMB,FM,Referral,True
C002274,2023-06-09,SMB,MU,Referral,True
C002275,2024-11-28,SMB,KM,Referral,True
C002276,2022-06-30,SMB,ER,Referral,True
C002277,2022-06-01,SMB,GE,Partner,True
C002278,2022-03-27,Mid-Market,SL,Organic,True
C002279,2022-11-13,Mid-Market,PY,Partner,False
C002280,2024-01-15,Enterprise,IN,Referral,True
C002281,2024-09-23,Mid-Market,NE,Partner,True
C002282,2023-10-15,SMB,CO,Referral,True
C002283,2022-10-17,SMB,SI,Partner,False
C002284,2024-01-28,Enterprise,PW,Organic,True
C002285,2022-03-25,SMB,US,Organic,True
C002286,2022-10-24,Mid-Market,TN,Partner,True
C002287,2024-12-09,Mid-Market,JP,Partner,True
C002288,2023-07-25,Mid-Market,SV,Organic,True
C002289,2022-03-27,Mid-Market,JO,Referral,True
C002290,2024-07-29,SMB,GB,Organic,True
C002291,2022-08-17,SMB,SY,Partner,True
C002292,2022-10-31,SMB,SG,Partner,False
C002293,2022-01-10,SMB,TL,Paid Ads,True
C002294,2024-11-25,Enterprise,MR,Paid Ads,False
C002295,2024-01-31,SMB,KI,Organic,False
C002296,2022-08-22,SMB,TZ,Referral,False
C002297,2023-05-19,SMB,BR,Organic,False
C002298,2022-05-01,SMB,MM,Organic,False
C002299,2024-03-31,Enterprise,CM,Referral,True
C002300,2023-02-14,SMB,DO,Partner,True
C002301,2022-05-13,SMB,KP,Referral,True
C002302,2024-09-15,SMB,LT,Referral,True
C002303,2022-10-24,SMB,GY,Organic,True
C002304,2022-01-14,SMB,FR,Partner,True
C002305,2023-09-26,SMB,AZ,Referral,True
C002306,2022-05-15,Mid-Market,KR,Organic,False
C002307,2023-05-25,Mid-Market,EE,Referral,True
C002308,2023-06-17,SMB,ER,Paid Ads,False
C002309,2023-03-10,SMB,TL,Organic,True
C002310,2024-02-18,SMB,AU,Partner,True
C002311,2023-07-10,SMB,TH,Paid Ads,True
C002312,2024-04-22,Enterprise,GT,Organic,True
C002313,2022-11-22,SMB,MA,Partner,True
C002314,2022-01-26,SMB,DK,Paid Ads,True
C002315,2024-05-25,Enterprise,ZW,Referral,True
C002316,2024-03-15,Mid-Market,GW,Paid Ads,True
C002317,2023-08-19,Mid-Market,TZ,Partner,True
C002318,2022-09-04,SMB,VC,Paid Ads,True
C002319,2023-08-10,SMB,LY,Referral,True
C002320,2022-10-20,SMB,KG,Referral,True
C002321,2024-10-02,SMB,AG,Partner,True
C002322,2023-01-26,Enterprise,CN,Paid Ads,True
C002323,2023-08-27,SMB,CV,Organic,True
C002324,2023-03-18,Mid-Market,GR,Referral,True
C002325,2023-01-08,SMB,ML,Paid Ads,True
C002326,2022-08-11,SMB,GM,Paid Ads,True
C002327,2022-01-31,SMB,LV,Organic,False
C002328,2023-03-19,SMB,NR,Partner,True
C002329,2022-12-18,Mid-Market,HR,Referral,False
C002330,2024-09-03,Mid-Market,AM,Partner,True
C002331,2024-12-12,SMB,IN,Partner,False
C002332,2024-07-06,SMB,LS,Referral,True
C002333,2022-08-11,SMB,AT,Referral,True
C002334,2024-07-30,SMB,TR,Organic,False
C002335,2023-11-03,Mid-Market,NP,Organic,True
C002336,2023-10-17,Mid-Market,GY,Paid Ads,True
C002337,2023-02-04,SMB,TV,Partner,True
C002338,2024-01-10,SMB,AT,Organic,False
C002339,2022-07-01,SMB,NP,Organic,True
C002340,2024-04-27,SMB,AT,Paid Ads,True
C002341,2023-04-01,Mid-Market,TJ,Referral,False
C002342,2024-05-30,Enterprise,RO,Partner,True
C002343,2022-08-14,Mid-Market,VA,Partner,True
C002344,2023-11-18,SMB,TL,Referral,True
C002345,2024-04-24,SMB,NO,Organic,True
C002346,2022-06-19,SMB,LI,Paid Ads,True
C002347,2023-05-02,SMB,PT,Paid Ads,True
C002348,2024-03-05,SMB,SC,Referral,True
C002349,2024-04-02,Enterprise,CF,Organic,False
C002350,2023-05-31,SMB,VA,Paid Ads,True
C002351,2022-07-13,SMB,UY,Partner,True
C002352,2023-01-29,SMB,CN,Referral,True
C002353,2022-10-12,Mid-Market,MW,Referral,True
C002354,2024-11-03,SMB,AZ,Organic,True
C002355,2022-11-03,SMB,TG,Referral,False
C002356,2022-02-26,Mid-Market,ZA,Paid Ads,True
C002357,2022-12-22,SMB,KM,Paid Ads,False
C002358,2022-12-08,SMB,BO,Paid Ads,True
C002359,2023-03-21,SMB,CI,Organic,False
C002360,2023-10-27,SMB,LV,Paid Ads,False
C002361,2023-06-09,SMB,BN,Organic,True
C002362,2023-09-19,Mid-Market,BR,Organic,True
C002363,2023-10-05,Enterprise,MX,Paid Ads,True
C002364,2022-08-23,SMB,SZ,Partner,True
C002365,2022-05-14,SMB,US,Partner,False
C002366,2023-08-18,SMB,GR,Paid Ads,False
C002367,2022-02-18,Enterprise,IT,Partner,True
C002368,2024-01-11,Enterprise,MU,Paid Ads,True
C002369,2024-04-26,SMB,CG,Partner,True
C002370,2022-06-12,SMB,TZ,Paid Ads,True
C002371,2023-06-19,SMB,BH,Organic,True
C002372,2024-10-27,SMB,GM,Partner,True
C002373,2022-11-21,Mid-Market,LC,Paid Ads,True
C002374,2024-09-08,SMB,PE,Organic,True
C002375,2024-01-19,SMB,RO,Organic,True
C002376,2022-03-25,SMB,VA,Organic,True
C002377,2023-08-30,Mid-Market,MZ,Organic,True
C002378,2022-06-16,Enterprise,NZ,Paid Ads,True
C002379,2023-04-14,Enterprise,MX,Organic,True
C002380,2024-10-08,SMB,KH,Organic,True
C002381,2024-06-11,Enterprise,ME,Referral,True
C002382,2024-02-09,SMB,MY,Partner,True
C002383,2023-09-07,SMB,SR,Referral,True
C002384,2022-04-11,SMB,IS,Referral,True
C002385,2022-12-24,SMB,ZA,Organic,True
C002386,2022-11-02,Enterprise,GT,Organic,True
C002387,2023-01-14,SMB,ZM,Referral,True
C002388,2023-12-30,SMB,MH,Referral,True
C002389,2022-02-23,SMB,GT,Referral,True
C002390,2022-03-03,Enterprise,TN,Organic,True
C002391,2022-11-29,Mid-Market,LY,Referral,True
C002392,2022-02-04,SMB,ML,Referral,True
C002393,2022-01-14,Mid-Market,LY,Referral,False
C002394,2023-05-28,SMB,AO,Paid Ads,True
C002395,2022-04-28,SMB,SO,Referral,True
C002396,2022-12-19,Mid-Market,TZ,Organic,True
C002397,2024-04-28,Enterprise,IE,Partner,False
C002398,2024-04-13,Enterprise,SN,Organic,True
C002399,2024-02-11,SMB,ET,Organic,True
C002400,2022-10-02,SMB,CY,Referral,True
C002401,2022-10-08,SMB,NA,Referral,False
C002402,2022-06-07,SMB,KM,Organic,True
C002403,2024-04-09,Mid-Market,LB,Referral,True
C002404,2022-06-15,SMB,BG,Referral,True
C002405,2024-02-11,Mid-Market,GY,Organic,True
C002406,2023-06-03,SMB,LA,Partner,True
C002407,2022-11-03,SMB,AU,Partner,False
C002408,2024-03-15,Mid-Market,ET,Organic,True
C002409,2022-06-30,SMB,TZ,Partner,True
C002410,2024-12-23,SMB,MN,Referral,True
C002411,2024-07-12,SMB,AD,Referral,False
C002412,2024-01-26,SMB,BW,Paid Ads,True
C002413,2022-01-24,Enterprise,GR,Partner,False
C002414,2022-01-24,SMB,TV,Referral,True
C002415,2023-12-01,Mid-Market,DK,Paid Ads,True
C002416,2023-07-06,SMB,ET,Partner,True
C002417,2022-02-18,Enterprise,KR,Partner,False
C002418,2022-02-20,Mid-Market,SG,Partner,False
C002419,2024-02-09,Enterprise,VN,Partner,True
C002420,2022-12-29,SMB,TG,Paid Ads,False
C002421,2024-07-13,Mid-Market,PS,Partner,False
C002422,2022-04-08,Mid-Market,BB,Partner,True
C002423,2024-11-10,Mid-Market,ZW,Paid Ads,True
C002424,2024-04-07,SMB,GQ,Partner,True
C002425,2024-10-15,SMB,DJ,Paid Ads,True
C002426,2024-05-18,Enterprise,KI,Referral,True
C002427,2022-01-24,SMB,KH,Partner,True
C002428,2023-03-17,Enterprise,MM,Paid Ads,True
C002429,2022-10-27,SMB,MN,Paid Ads,True
C002430,2022-07-07,SMB,GY,Partner,True
C002431,2024-09-26,SMB,GH,Organic,True
C002432,2022-06-22,Mid-Market,NL,Organic,True
C002433,2024-03-14,SMB,MV,Partner,True
C002434,2023-04-25,SMB,LK,Paid Ads,True
C002435,2024-07-08,Mid-Market,BZ,Referral,True
C002436,2024-10-15,SMB,YE,Partner,True
C002437,2023-10-16,SMB,UZ,Paid Ads,True
C002438,2024-07-22,SMB,LU,Referral,True
C002439,2024-06-28,SMB,ST,Organic,False
C002440,2022-07-21,SMB,HU,Referral,True
C002441,2023-05-07,SMB,KE,Referral,True
C002442,2022-10-16,Enterprise,MA,Paid Ads,True
C002443,2024-10-13,SMB,BH,Referral,True
C002444,2024-08-14,Mid-Market,ZA,Paid Ads,True
C002445,2022-07-07,SMB,DK,Partner,True
C002446,2024-11-20,Mid-Market,MG,Paid Ads,True
C002447,2024-05-07,SMB,SZ,Partner,False
C002448,2024-05-23,Mid-Market,MX,Referral,False
C002449,2022-05-30,SMB,MY,Partner,True
C002450,2023-08-21,SMB,SK,Referral,True
C002451,2022-05-25,Enterprise,GH,Referral,True
C002452,2023-08-01,SMB,NI,Referral,True
C002453,2023-04-01,SMB,SZ,Paid Ads,True
C002454,2022-03-20,SMB,DJ,Organic,True
C002455,2023-03-21,Mid-Market,NE,Partner,False
C002456,2024-08-03,SMB,CN,Referral,True
C002457,2023-07-29,SMB,CR,Referral,True
C002458,2022-07-31,Enterprise,MZ,Paid Ads,True
C002459,2023-09-07,Mid-Market,AU,Organic,True
C002460,2023-09-12,SMB,BS,Partner,True
C002461,2023-09-20,Enterprise,DJ,Paid Ads,True
C002462,2022-12-31,Mid-Market,BT,Partner,True
C002463,2023-05-05,SMB,SI,Partner,True
C002464,2022-12-27,SMB,SI,Partner,True
C002465,2024-10-14,SMB,CF,Paid Ads,False
C002466,2023-02-14,SMB,PS,Organic,True
C002467,2023-03-24,Mid-Market,NG,Referral,False
C002468,2024-08-23,SMB,TN,Referral,True
C002469,2023-02-25,SMB,IR,Organic,True
C002470,2022-12-07,SMB,SG,Paid Ads,False
C002471,2022-09-23,Mid-Market,CN,Organic,True
C002472,2022-09-05,SMB,NA,Paid Ads,True
C002473,2022-07-24,SMB,LV,Partner,True
C002474,2022-11-30,Enterprise,PE,Referral,True
C002475,2024-02-15,Mid-Market,ML,Referral,True
C002476,2022-10-10,Enterprise,SL,Organic,True
C002477,2023-12-24,Enterprise,VE,Paid Ads,True
C002478,2024-01-27,Mid-Market,MY,Organic,False
C002479,2023-04-26,SMB,KZ,Partner,True
C002480,2023-03-23,Mid-Market,ST,Partner,True
C002481,2024-11-27,Mid-Market,SV,Paid Ads,True
C002482,2022-11-18,SMB,NZ,Referral,True
C002483,2023-02-19,SMB,LU,Organic,False
C002484,2023-02-28,SMB,EC,Partner,True
C002485,2024-03-28,SMB,SC,Referral,True
C002486,2023-11-12,Mid-Market,BJ,Paid Ads,True
C002487,2022-02-07,SMB,RS,Paid Ads,True
C002488,2023-02-14,SMB,IR,Organic,True
C002489,2024-08-16,SMB,KP,Organic,True
C002490,2022-08-17,SMB,CN,Organic,True
C002491,2024-01-03,Enterprise,PH,Partner,True
C002492,2024-06-16,SMB,UY,Partner,True
C002493,2023-11-12,SMB,BS,Referral,True
C002494,2024-10-24,Enterprise,GD,Referral,True
C002495,2024-08-17,Mid-Market,GH,Referral,True
C002496,2024-10-07,SMB,MV,Paid Ads,True
C002497,2024-02-15,SMB,KP,Paid Ads,True
C002498,2022-10-11,Mid-Market,JM,Referral,True
C002499,2022-10-27,Mid-Market,AR,Partner,True
C002500,2023-04-13,SMB,BY,Organic,True
C002501,2023-05-08,SMB,SY,Referral,True
C002502,2023-10-24,SMB,DM,Referral,True
C002503,2023-10-11,Mid-Market,RU,Organic,True
C002504,2024-05-29,Mid-Market,DZ,Organic,True
C002505,2022-07-03,SMB,BY,Organic,False
C002506,2022-04-17,Mid-Market,MT,Paid Ads,True
C002507,2024-03-15,Mid-Market,AM,Organic,True
C002508,2024-02-14,SMB,SB,Paid Ads,True
C002509,2023-03-18,Mid-Market,TN,Referral,True
C002510,2023-08-27,SMB,GH,Organic,False
C002511,2022-11-12,Enterprise,PT,Partner,True
C002512,2024-12-20,Enterprise,CA,Paid Ads,True
C002513,2022-12-15,Mid-Market,GE,Partner,True
C002514,2022-07-11,SMB,PH,Partner,True
C002515,2023-05-28,Enterprise,KE,Organic,True
C002516,2023-06-15,SMB,LC,Partner,False
C002517,2023-12-19,Enterprise,MC,Paid Ads,True
C002518,2024-08-02,Mid-Market,IT,Organic,True
C002519,2022-07-19,SMB,MV,Organic,True
C002520,2024-11-11,SMB,GW,Paid Ads,True
C002521,2023-09-15,SMB,MA,Organic,False
C002522,2024-06-24,Mid-Market,AD,Organic,True
C002523,2023-08-01,SMB,BS,Referral,True
C002524,2023-02-06,SMB,SD,Paid Ads,True
C002525,2022-03-17,SMB,IQ,Partner,True
C002526,2024-07-03,Mid-Market,GT,Referral,True
C002527,2023-03-04,SMB,NP,Partner,True
C002528,2022-02-10,SMB,MV,Paid Ads,False
C002529,2022-08-14,Enterprise,AR,Organic,True
C002530,2023-10-31,Mid-Market,GY,Organic,True
C002531,2022-09-09,Mid-Market,SG,Organic,True
C002532,2024-04-10,SMB,TR,Partner,True
C002533,2023-12-07,Enterprise,TT,Organic,False
C002534,2022-01-10,SMB,GM,Organic,True
