payment_id,customer_id,payment_date,amount,payment_status
P7193786,C000339,2022-07-07,129.99,Success
P3712051,C000339,2022-08-06,129.99,Success
P1838605,C000339,2022-09-05,129.99,Success
P2964048,C000339,2022-10-05,129.99,Success
P2413704,C000339,2022-11-04,129.99,Success
P3353673,C000339,2022-12-04,129.99,Success
P9560164,C000339,2023-01-03,129.99,Success
P7428836,C000339,2023-02-02,129.99,Success
P1361312,C000339,2023-03-04,129.99,Success
P8662433,C000339,2023-04-03,129.99,Success
P5861273,C000339,2023-05-03,129.99,Success
P2838649,C000339,2023-06-02,129.99,Success
P8416190,C000340,2024-07-22,29.99,Success
P2047647,C000340,2024-08-21,29.99,Success
P5960965,C000340,2024-09-20,29.99,Success
P9402368,C000340,2024-10-20,29.99,Success
P5162496,C000340,2024-11-19,29.99,Success
P6769927,C000340,2024-12-19,29.99,Success
P1358872,C000341,2023-01-31,129.99,Success
P3449322,C000341,2023-03-02,129.99,Success
P8148323,C000341,2023-04-01,129.99,Success
P9743248,C000341,2023-05-01,129.99,Success
P5514299,C000341,2023-05-31,129.99,Success
P3270109,C000341,2023-06-30,129.99,Success
P8408600,C000341,2023-07-30,129.99,Success
P8153608,C000341,2023-08-29,129.99,Success
P2248359,C000341,2023-09-28,129.99,Success
P4089227,C000341,2023-10-28,129.99,Success
P6700324,C000341,2023-11-27,129.99,Success
P6436196,C000341,2023-12-27,129.99,Success
P2371053,C000341,2024-01-26,129.99,Success
P6067049,C000341,2024-02-25,129.99,Success
P9332945,C000341,2024-03-26,129.99,Success
P8847206,C000341,2024-04-25,129.99,Success
P2400250,C000341,2024-05-25,129.99,Success
P1789957,C000341,2024-06-24,129.99,Success
P4165134,C000341,2024-07-24,129.99,Success
P4737507,C000341,2024-08-23,129.99,Success
P3492197,C000341,2024-09-22,129.99,Success
P8888767,C000341,2024-10-22,129.99,Success
P5457811,C000341,2024-11-21,129.99,Success
P6677560,C000341,2024-12-21,0.0,Failed
P2453863,C000342,2022-12-03,129.99,Success
P9943606,C000342,2023-01-02,129.99,Success
P8279463,C000342,2023-02-01,129.99,Success
P2849198,C000342,2023-03-03,129.99,Success
P5564892,C000342,2023-04-02,129.99,Success
P8822856,C000342,2023-05-02,129.99,Success
P2844075,C000342,2023-06-01,129.99,Success
P6098588,C000342,2023-07-01,129.99,Success
P2944254,C000342,2023-07-31,129.99,Success
P9756583,C000342,2023-08-30,129.99,Success
P6670781,C000342,2023-09-29,129.99,Success
P2923967,C000342,2023-10-29,129.99,Success
P7482885,C000342,2023-11-28,129.99,Success
P6633829,C000342,2023-12-28,129.99,Success
P4444176,C000342,2024-01-27,129.99,Success
P7542924,C000342,2024-02-26,129.99,Success
P3012997,C000342,2024-03-27,129.99,Success
P2479627,C000342,2024-04-26,129.99,Success
P8558992,C000342,2024-05-26,129.99,Success
P1389156,C000342,2024-06-25,129.99,Success
P1010284,C000342,2024-07-25,129.99,Success
P1974641,C000342,2024-08-24,129.99,Success
P2803944,C000342,2024-09-23,129.99,Success
P7876293,C000342,2024-10-23,0.0,Failed
P3761979,C000342,2024-11-22,129.99,Success
P5552966,C000342,2024-12-22,129.99,Success
P7449809,C000343,2023-07-26,129.99,Success
P5454493,C000343,2023-08-25,129.99,Success
P6272038,C000343,2023-09-24,129.99,Success
P9620821,C000343,2023-10-24,129.99,Success
P9406943,C000343,2023-11-23,129.99,Success
P9172494,C000343,2023-12-23,129.99,Success
P6542159,C000343,2024-01-22,129.99,Success
P2091506,C000343,2024-02-21,129.99,Success
P2892294,C000343,2024-03-22,129.99,Success
P5000320,C000343,2024-04-21,129.99,Success
P1684538,C000343,2024-05-21,129.99,Success
P4582206,C000343,2024-06-20,129.99,Success
P5304464,C000343,2024-07-20,129.99,Success
P4438012,C000343,2024-08-19,129.99,Success
P5758515,C000343,2024-09-18,0.0,Failed
P1828909,C000343,2024-10-18,129.99,Success
P2165534,C000343,2024-11-17,129.99,Success
P1096313,C000343,2024-12-17,0.0,Failed
P6467222,C000344,2024-03-04,129.99,Success
P2566764,C000344,2024-04-03,129.99,Success
P4622966,C000344,2024-05-03,129.99,Success
P4198855,C000344,2024-06-02,129.99,Success
P8895998,C000344,2024-07-02,129.99,Success
P3826036,C000344,2024-08-01,129.99,Success
P7455879,C000344,2024-08-31,129.99,Success
P4987172,C000344,2024-09-30,129.99,Success
P8498667,C000344,2024-10-30,129.99,Success
P6650099,C000344,2024-11-29,129.99,Success
P1454318,C000344,2024-12-29,129.99,Success
P8224860,C000345,2022-07-09,59.99,Success
P9655236,C000345,2022-08-08,59.99,Success
P7300007,C000345,2022-09-07,59.99,Success
P1962784,C000345,2022-10-07,59.99,Success
P8409026,C000345,2022-11-06,59.99,Success
P7199609,C000345,2022-12-06,59.99,Success
P6470011,C000345,2023-01-05,59.99,Success
P1427447,C000345,2023-02-04,59.99,Success
P6505618,C000345,2023-03-06,59.99,Success
P9368307,C000345,2023-04-05,59.99,Success
P5555589,C000345,2023-05-05,59.99,Success
P6995682,C000345,2023-06-04,59.99,Success
P4283292,C000345,2023-07-04,59.99,Success
P2427643,C000345,2023-08-03,59.99,Success
P8291756,C000345,2023-09-02,59.99,Success
P6574483,C000345,2023-10-02,59.99,Success
P5123260,C000345,2023-11-01,59.99,Success
P8754812,C000345,2023-12-01,59.99,Success
P2778304,C000345,2023-12-31,59.99,Success
P7884095,C000345,2024-01-30,59.99,Success
P9622958,C000345,2024-02-29,59.99,Success
P1121223,C000345,2024-03-30,59.99,Success
P7306432,C000345,2024-04-29,59.99,Success
P4997939,C000345,2024-05-29,59.99,Success
P2357692,C000345,2024-06-28,59.99,Success
P1668011,C000345,2024-07-28,59.99,Success
P4656427,C000345,2024-08-27,59.99,Success
P9812089,C000345,2024-09-26,0.0,Failed
P8110541,C000345,2024-10-26,59.99,Success
P3899138,C000345,2024-11-25,59.99,Success
P9910141,C000345,2024-12-25,59.99,Success
P2423702,C000346,2022-05-20,29.99,Success
P2951693,C000346,2022-06-19,29.99,Success
P8379885,C000346,2022-07-19,29.99,Success
P2652569,C000346,2022-08-18,29.99,Success
P2600043,C000346,2022-09-17,29.99,Success
P8547138,C000346,2022-10-17,29.99,Success
P5464210,C000346,2022-11-16,29.99,Success
P5416743,C000346,2022-12-16,29.99,Success
P8293658,C000346,2023-01-15,29.99,Success
P1326040,C000346,2023-02-14,29.99,Success
P3331051,C000346,2023-03-16,29.99,Success
P6791685,C000346,2023-04-15,29.99,Success
P7900360,C000346,2023-05-15,29.99,Success
P2551275,C000346,2023-06-14,29.99,Success
P5305419,C000346,2023-07-14,29.99,Success
P6873075,C000346,2023-08-13,29.99,Success
P8389391,C000346,2023-09-12,29.99,Success
P6919951,C000346,2023-10-12,29.99,Success
P7558976,C000346,2023-11-11,29.99,Success
P1299269,C000346,2023-12-11,29.99,Success
P2119335,C000346,2024-01-10,29.99,Success
P5439814,C000346,2024-02-09,29.99,Success
P1360182,C000346,2024-03-10,0.0,Failed
P6044901,C000346,2024-04-09,29.99,Success
P8093048,C000346,2024-05-09,29.99,Success
P7277116,C000346,2024-06-08,29.99,Success
P2837542,C000346,2024-07-08,29.99,Success
P5129939,C000346,2024-08-07,29.99,Success
P8663029,C000346,2024-09-06,29.99,Success
P4642197,C000346,2024-10-06,29.99,Success
P1807886,C000346,2024-11-05,29.99,Success
P7772946,C000346,2024-12-05,29.99,Success
P7749763,C000347,2022-03-23,59.99,Success
P3545825,C000347,2022-04-22,59.99,Success
P5991331,C000347,2022-05-22,59.99,Success
P5036764,C000347,2022-06-21,59.99,Success
P6381550,C000347,2022-07-21,59.99,Success
P9285103,C000347,2022-08-20,59.99,Success
P6824483,C000347,2022-09-19,0.0,Failed
P2102278,C000347,2022-10-19,59.99,Success
P3197183,C000347,2022-11-18,59.99,Success
P1979613,C000347,2022-12-18,59.99,Success
P8342753,C000347,2023-01-17,59.99,Success
P8307496,C000347,2023-02-16,59.99,Success
P1715055,C000348,2022-07-09,29.99,Success
P8071758,C000348,2022-08-08,29.99,Success
P1818898,C000348,2022-09-07,29.99,Success
P3332929,C000348,2022-10-07,29.99,Success
P8709479,C000348,2022-11-06,29.99,Success
P8020412,C000348,2022-12-06,29.99,Success
P4461428,C000348,2023-01-05,29.99,Success
P4840865,C000348,2023-02-04,29.99,Success
P8038368,C000348,2023-03-06,29.99,Success
P8736181,C000348,2023-04-05,0.0,Failed
P8506741,C000348,2023-05-05,29.99,Success
P7990350,C000348,2023-06-04,29.99,Success
P9471402,C000348,2023-07-04,29.99,Success
P4422808,C000348,2023-08-03,29.99,Success
P8291432,C000348,2023-09-02,29.99,Success
P6628192,C000348,2023-10-02,29.99,Success
P5361378,C000348,2023-11-01,29.99,Success
P8589943,C000348,2023-12-01,29.99,Success
P1091299,C000348,2023-12-31,29.99,Success
P3147673,C000348,2024-01-30,29.99,Success
P3224951,C000348,2024-02-29,29.99,Success
P1963952,C000348,2024-03-30,29.99,Success
P6440774,C000348,2024-04-29,29.99,Success
P4737241,C000348,2024-05-29,29.99,Success
P7695058,C000348,2024-06-28,0.0,Failed
P6181961,C000348,2024-07-28,29.99,Success
P8602836,C000348,2024-08-27,0.0,Failed
P7244451,C000348,2024-09-26,29.99,Success
P2899061,C000348,2024-10-26,29.99,Success
P6706296,C000348,2024-11-25,29.99,Success
P9507520,C000348,2024-12-25,29.99,Success
P7957821,C000349,2023-02-12,59.99,Success
P8729987,C000349,2023-03-14,59.99,Success
P2786736,C000349,2023-04-13,59.99,Success
P5339258,C000349,2023-05-13,59.99,Success
P4972818,C000349,2023-06-12,59.99,Success
P5826620,C000349,2023-07-12,59.99,Success
P2858201,C000349,2023-08-11,59.99,Success
P7961835,C000349,2023-09-10,59.99,Success
P9739518,C000349,2023-10-10,59.99,Success
P2059147,C000349,2023-11-09,59.99,Success
P4256563,C000349,2023-12-09,59.99,Success
P4510450,C000349,2024-01-08,59.99,Success
P4481136,C000349,2024-02-07,59.99,Success
P3700844,C000349,2024-03-08,59.99,Success
P9615046,C000349,2024-04-07,59.99,Success
P1052413,C000349,2024-05-07,0.0,Failed
P3616278,C000349,2024-06-06,59.99,Success
P2403922,C000349,2024-07-06,59.99,Success
P6610436,C000349,2024-08-05,59.99,Success
P5410015,C000349,2024-09-04,59.99,Success
P2469862,C000349,2024-10-04,59.99,Success
P7168602,C000349,2024-11-03,59.99,Success
P2742190,C000349,2024-12-03,59.99,Success
P4194969,C000350,2023-10-10,129.99,Success
P4272077,C000350,2023-11-09,129.99,Success
P2307829,C000350,2023-12-09,129.99,Success
P2214453,C000350,2024-01-08,129.99,Success
P6102169,C000350,2024-02-07,129.99,Success
P6735493,C000350,2024-03-08,129.99,Success
P8943171,C000350,2024-04-07,129.99,Success
P7513279,C000350,2024-05-07,129.99,Success
P7321954,C000350,2024-06-06,129.99,Success
P4382805,C000350,2024-07-06,129.99,Success
P2732464,C000350,2024-08-05,129.99,Success
P3060930,C000350,2024-09-04,129.99,Success
P1724848,C000350,2024-10-04,129.99,Success
P7153707,C000350,2024-11-03,129.99,Success
P9045679,C000350,2024-12-03,129.99,Success
P3049189,C000351,2022-04-03,29.99,Success
P8455182,C000351,2022-05-03,29.99,Success
P6779911,C000351,2022-06-02,29.99,Success
P3897782,C000351,2022-07-02,29.99,Success
P1097563,C000351,2022-08-01,29.99,Success
P3188879,C000351,2022-08-31,0.0,Failed
P3990767,C000351,2022-09-30,29.99,Success
P8551480,C000351,2022-10-30,29.99,Success
P7460191,C000351,2022-11-29,29.99,Success
P4644104,C000351,2022-12-29,29.99,Success
P4231536,C000351,2023-01-28,29.99,Success
P6965885,C000351,2023-02-27,29.99,Success
P8577588,C000351,2023-03-29,29.99,Success
P3681852,C000351,2023-04-28,29.99,Success
P2108327,C000351,2023-05-28,29.99,Success
P3239512,C000351,2023-06-27,29.99,Success
P3712737,C000351,2023-07-27,29.99,Success
P1146238,C000351,2023-08-26,29.99,Success
P4562095,C000351,2023-09-25,29.99,Success
P8074495,C000351,2023-10-25,29.99,Success
P8196818,C000351,2023-11-24,29.99,Success
P3108610,C000351,2023-12-24,29.99,Success
P2956391,C000351,2024-01-23,0.0,Failed
P2567533,C000351,2024-02-22,29.99,Success
P5120267,C000351,2024-03-23,29.99,Success
P2305151,C000351,2024-04-22,29.99,Success
P2924807,C000351,2024-05-22,0.0,Failed
P5402509,C000351,2024-06-21,0.0,Failed
P1806155,C000351,2024-07-21,29.99,Success
P4119548,C000351,2024-08-20,29.99,Success
P1785485,C000351,2024-09-19,29.99,Success
P6711121,C000351,2024-10-19,29.99,Success
P8006151,C000351,2024-11-18,29.99,Success
P7719344,C000351,2024-12-18,29.99,Success
P2492269,C000352,2023-11-08,129.99,Success
P7011565,C000352,2023-12-08,0.0,Failed
P4046433,C000352,2024-01-07,129.99,Success
P9880148,C000352,2024-02-06,129.99,Success
P4064535,C000352,2024-03-07,129.99,Success
P1136909,C000352,2024-04-06,129.99,Success
P4598159,C000352,2024-05-06,129.99,Success
P5493922,C000352,2024-06-05,129.99,Success
P1372804,C000352,2024-07-05,129.99,Success
P7865459,C000352,2024-08-04,129.99,Success
P8310037,C000352,2024-09-03,129.99,Success
P8937591,C000352,2024-10-03,129.99,Success
P6275711,C000352,2024-11-02,129.99,Success
P6914100,C000352,2024-12-02,129.99,Success
P3754738,C000353,2024-03-20,129.99,Success
P2677947,C000353,2024-04-19,129.99,Success
P4959976,C000353,2024-05-19,129.99,Success
P3788216,C000353,2024-06-18,129.99,Success
P5956763,C000353,2024-07-18,129.99,Success
P4967104,C000353,2024-08-17,129.99,Success
P5389520,C000353,2024-09-16,129.99,Success
P2104043,C000353,2024-10-16,129.99,Success
P7815071,C000353,2024-11-15,129.99,Success
P9544352,C000353,2024-12-15,0.0,Failed
P8809645,C000354,2023-06-01,129.99,Success
P3022387,C000354,2023-07-01,129.99,Success
P3432681,C000354,2023-07-31,129.99,Success
P5472271,C000354,2023-08-30,129.99,Success
P5858257,C000354,2023-09-29,129.99,Success
P6067992,C000354,2023-10-29,129.99,Success
P9812355,C000355,2024-07-20,29.99,Success
P7628349,C000355,2024-08-19,29.99,Success
P6207468,C000355,2024-09-18,29.99,Success
P6512493,C000355,2024-10-18,29.99,Success
P5403615,C000355,2024-11-17,29.99,Success
P7173685,C000355,2024-12-17,29.99,Success
P2561132,C000356,2022-09-10,29.99,Success
P7365847,C000356,2022-10-10,29.99,Success
P9047174,C000356,2022-11-09,29.99,Success
P4405459,C000356,2022-12-09,29.99,Success
P2431404,C000356,2023-01-08,29.99,Success
P9977074,C000356,2023-02-07,29.99,Success
P7764913,C000356,2023-03-09,29.99,Success
P7653129,C000356,2023-04-08,29.99,Success
P3219721,C000356,2023-05-08,29.99,Success
P6898808,C000356,2023-06-07,29.99,Success
P7155875,C000356,2023-07-07,29.99,Success
P3471172,C000356,2023-08-06,29.99,Success
P2875461,C000356,2023-09-05,29.99,Success
P8406982,C000356,2023-10-05,29.99,Success
P1176071,C000356,2023-11-04,29.99,Success
P8861751,C000356,2023-12-04,29.99,Success
P4653073,C000356,2024-01-03,29.99,Success
P8731957,C000356,2024-02-02,29.99,Success
P5046612,C000356,2024-03-03,29.99,Success
P4587926,C000357,2024-06-28,129.99,Success
P7629282,C000357,2024-07-28,129.99,Success
P9034226,C000357,2024-08-27,129.99,Success
P4558501,C000357,2024-09-26,129.99,Success
P2463174,C000357,2024-10-26,129.99,Success
P4192759,C000357,2024-11-25,129.99,Success
P3654177,C000357,2024-12-25,129.99,Success
P2406850,C000358,2024-11-12,129.99,Success
P4536087,C000358,2024-12-12,129.99,Success
P6376423,C000359,2022-09-06,59.99,Success
P4963284,C000359,2022-10-06,0.0,Failed
P6090036,C000359,2022-11-05,59.99,Success
P6399648,C000359,2022-12-05,59.99,Success
P7094266,C000359,2023-01-04,59.99,Success
P9546884,C000359,2023-02-03,0.0,Failed
P2575774,C000359,2023-03-05,59.99,Success
P5448009,C000359,2023-04-04,59.99,Success
P8727692,C000359,2023-05-04,59.99,Success
P6598032,C000359,2023-06-03,59.99,Success
P7827997,C000359,2023-07-03,59.99,Success
P8876551,C000359,2023-08-02,59.99,Success
P7588016,C000359,2023-09-01,59.99,Success
P8751745,C000359,2023-10-01,59.99,Success
P3972109,C000359,2023-10-31,59.99,Success
P9479191,C000359,2023-11-30,59.99,Success
P6117394,C000359,2023-12-30,59.99,Success
P7083430,C000359,2024-01-29,59.99,Success
P6887244,C000359,2024-02-28,59.99,Success
P5505483,C000359,2024-03-29,59.99,Success
P8589873,C000359,2024-04-28,59.99,Success
P1586757,C000359,2024-05-28,59.99,Success
P5355218,C000359,2024-06-27,59.99,Success
P4563969,C000359,2024-07-27,59.99,Success
P5389082,C000359,2024-08-26,59.99,Success
P5763357,C000359,2024-09-25,59.99,Success
P1055414,C000359,2024-10-25,59.99,Success
P3387063,C000359,2024-11-24,59.99,Success
P9744886,C000359,2024-12-24,59.99,Success
P9435345,C000360,2022-06-16,29.99,Success
P2679942,C000360,2022-07-16,29.99,Success
P3149873,C000360,2022-08-15,29.99,Success
P7004422,C000360,2022-09-14,29.99,Success
P5111189,C000360,2022-10-14,29.99,Success
P9730874,C000360,2022-11-13,29.99,Success
P4929282,C000360,2022-12-13,29.99,Success
P3550277,C000360,2023-01-12,0.0,Failed
P4109369,C000360,2023-02-11,29.99,Success
P1664080,C000360,2023-03-13,29.99,Success
P6180104,C000360,2023-04-12,29.99,Success
P9385388,C000360,2023-05-12,29.99,Success
P8359626,C000360,2023-06-11,29.99,Success
P7775604,C000360,2023-07-11,0.0,Failed
P4377625,C000360,2023-08-10,29.99,Success
P3665975,C000360,2023-09-09,29.99,Success
P7344296,C000360,2023-10-09,29.99,Success
P8522343,C000360,2023-11-08,29.99,Success
P1308533,C000360,2023-12-08,29.99,Success
P9067424,C000360,2024-01-07,29.99,Success
P6498604,C000360,2024-02-06,29.99,Success
P5926379,C000360,2024-03-07,29.99,Success
P7870389,C000360,2024-04-06,29.99,Success
P6872665,C000360,2024-05-06,29.99,Success
P2933671,C000360,2024-06-05,29.99,Success
P4647141,C000360,2024-07-05,29.99,Success
P4169262,C000360,2024-08-04,29.99,Success
P3714461,C000360,2024-09-03,29.99,Success
P5235954,C000360,2024-10-03,29.99,Success
P4330910,C000360,2024-11-02,29.99,Success
P5336110,C000360,2024-12-02,29.99,Success
P4735496,C000361,2024-06-06,129.99,Success
P8150290,C000361,2024-07-06,129.99,Success
P6507291,C000361,2024-08-05,129.99,Success
P6007031,C000361,2024-09-04,129.99,Success
P4532108,C000361,2024-10-04,129.99,Success
P5494194,C000361,2024-11-03,129.99,Success
P4078254,C000361,2024-12-03,129.99,Success
P5368226,C000362,2022-10-08,129.99,Success
P6544571,C000362,2022-11-07,129.99,Success
P9284288,C000362,2022-12-07,129.99,Success
P6821766,C000362,2023-01-06,129.99,Success
P4810082,C000362,2023-02-05,129.99,Success
P7654670,C000362,2023-03-07,129.99,Success
P6442067,C000362,2023-04-06,129.99,Success
P6902088,C000362,2023-05-06,129.99,Success
P3585882,C000362,2023-06-05,129.99,Success
P5783878,C000362,2023-07-05,129.99,Success
P1230579,C000362,2023-08-04,129.99,Success
P9772076,C000362,2023-09-03,129.99,Success
P7573554,C000362,2023-10-03,129.99,Success
P3667220,C000362,2023-11-02,129.99,Success
P9437149,C000362,2023-12-02,129.99,Success
P4343740,C000362,2024-01-01,129.99,Success
P3512904,C000362,2024-01-31,129.99,Success
P9926748,C000362,2024-03-01,129.99,Success
P7816788,C000362,2024-03-31,129.99,Success
P9479861,C000362,2024-04-30,129.99,Success
P1243909,C000362,2024-05-30,129.99,Success
P7709484,C000362,2024-06-29,129.99,Success
P6712910,C000362,2024-07-29,129.99,Success
P4020319,C000362,2024-08-28,129.99,Success
P5783128,C000362,2024-09-27,129.99,Success
P4282766,C000362,2024-10-27,129.99,Success
P3930672,C000362,2024-11-26,0.0,Failed
P8134466,C000362,2024-12-26,129.99,Success
P5271244,C000363,2023-10-01,59.99,Success
P2603864,C000363,2023-10-31,59.99,Success
P4918413,C000363,2023-11-30,59.99,Success
P1299664,C000363,2023-12-30,59.99,Success
P3715665,C000363,2024-01-29,59.99,Success
P5373817,C000363,2024-02-28,59.99,Success
P1491059,C000363,2024-03-29,59.99,Success
P6864281,C000363,2024-04-28,0.0,Failed
P5929186,C000363,2024-05-28,59.99,Success
P1078170,C000363,2024-06-27,59.99,Success
P8424718,C000363,2024-07-27,59.99,Success
P4804948,C000363,2024-08-26,59.99,Success
P8429684,C000363,2024-09-25,59.99,Success
P9599988,C000363,2024-10-25,59.99,Success
P1791041,C000363,2024-11-24,59.99,Success
P9519762,C000363,2024-12-24,59.99,Success
P2682736,C000364,2024-09-10,29.99,Success
P1414873,C000364,2024-10-10,29.99,Success
P5449947,C000364,2024-11-09,29.99,Success
P5964603,C000364,2024-12-09,29.99,Success
P8501367,C000365,2022-05-11,129.99,Success
P1738958,C000365,2022-06-10,129.99,Success
P6155614,C000365,2022-07-10,129.99,Success
P2752451,C000365,2022-08-09,129.99,Success
P9593837,C000365,2022-09-08,129.99,Success
P9693792,C000365,2022-10-08,129.99,Success
P6859744,C000365,2022-11-07,129.99,Success
P2300651,C000365,2022-12-07,129.99,Success
P7720648,C000365,2023-01-06,129.99,Success
P3694370,C000365,2023-02-05,129.99,Success
P2923280,C000365,2023-03-07,129.99,Success
P4347539,C000365,2023-04-06,129.99,Success
P1568255,C000365,2023-05-06,129.99,Success
P7676741,C000365,2023-06-05,129.99,Success
P5730370,C000365,2023-07-05,129.99,Success
P6169943,C000365,2023-08-04,129.99,Success
P7774518,C000365,2023-09-03,129.99,Success
P4854688,C000365,2023-10-03,129.99,Success
P6198692,C000365,2023-11-02,0.0,Failed
P2678718,C000365,2023-12-02,129.99,Success
P6275507,C000365,2024-01-01,129.99,Success
P4120097,C000365,2024-01-31,129.99,Success
P9410136,C000365,2024-03-01,129.99,Success
P8839464,C000365,2024-03-31,129.99,Success
P7376219,C000365,2024-04-30,129.99,Success
P8662559,C000365,2024-05-30,129.99,Success
P8271666,C000365,2024-06-29,129.99,Success
P8459252,C000365,2024-07-29,129.99,Success
P7847168,C000365,2024-08-28,129.99,Success
P8394735,C000365,2024-09-27,129.99,Success
P8032337,C000365,2024-10-27,129.99,Success
P8436951,C000365,2024-11-26,129.99,Success
P5975179,C000365,2024-12-26,129.99,Success
P2141929,C000366,2022-03-05,29.99,Success
P2904765,C000366,2022-04-04,29.99,Success
P7791789,C000366,2022-05-04,29.99,Success
P7191698,C000366,2022-06-03,29.99,Success
P7233179,C000366,2022-07-03,29.99,Success
P3319601,C000366,2022-08-02,29.99,Success
P9291554,C000366,2022-09-01,29.99,Success
P9760284,C000366,2022-10-01,29.99,Success
P9232413,C000366,2022-10-31,29.99,Success
P6276555,C000366,2022-11-30,29.99,Success
P5161086,C000366,2022-12-30,29.99,Success
P4422886,C000366,2023-01-29,29.99,Success
P2473103,C000366,2023-02-28,29.99,Success
P2373812,C000366,2023-03-30,0.0,Failed
P9781793,C000366,2023-04-29,0.0,Failed
P2966676,C000366,2023-05-29,29.99,Success
P2134464,C000366,2023-06-28,29.99,Success
P1892989,C000366,2023-07-28,29.99,Success
P3168279,C000366,2023-08-27,29.99,Success
P2370124,C000366,2023-09-26,0.0,Failed
P6125509,C000366,2023-10-26,29.99,Success
P2564372,C000366,2023-11-25,29.99,Success
P8970430,C000366,2023-12-25,29.99,Success
P2618572,C000366,2024-01-24,29.99,Success
P5598494,C000366,2024-02-23,29.99,Success
P4167853,C000366,2024-03-24,29.99,Success
P1947817,C000366,2024-04-23,29.99,Success
P2136461,C000366,2024-05-23,29.99,Success
P6404164,C000366,2024-06-22,29.99,Success
P3585589,C000366,2024-07-22,29.99,Success
P9016781,C000366,2024-08-21,29.99,Success
P9538333,C000366,2024-09-20,29.99,Success
P9355922,C000366,2024-10-20,29.99,Success
P4027306,C000366,2024-11-19,0.0,Failed
P7090721,C000366,2024-12-19,29.99,Success
P4239282,C000367,2024-04-19,59.99,Success
P5833555,C000367,2024-05-19,59.99,Success
P5605541,C000367,2024-06-18,59.99,Success
P6194058,C000367,2024-07-18,59.99,Success
P2019310,C000367,2024-08-17,59.99,Success
P7478874,C000367,2024-09-16,59.99,Success
P2813130,C000367,2024-10-16,59.99,Success
P5902673,C000367,2024-11-15,59.99,Success
P8321122,C000367,2024-12-15,59.99,Success
P3207793,C000368,2024-06-18,129.99,Success
P1025193,C000368,2024-07-18,129.99,Success
P3923525,C000368,2024-08-17,129.99,Success
P3501901,C000368,2024-09-16,129.99,Success
P4950912,C000368,2024-10-16,129.99,Success
P9778399,C000368,2024-11-15,129.99,Success
P1427231,C000368,2024-12-15,129.99,Success
P7882752,C000369,2024-09-12,29.99,Success
P5040459,C000369,2024-10-12,29.99,Success
P6076329,C000369,2024-11-11,29.99,Success
P5641276,C000369,2024-12-11,29.99,Success
P8373029,C000370,2023-03-21,29.99,Success
P1785139,C000370,2023-04-20,29.99,Success
P1341603,C000370,2023-05-20,29.99,Success
P9616733,C000370,2023-06-19,29.99,Success
P6405242,C000370,2023-07-19,29.99,Success
P9415659,C000370,2023-08-18,29.99,Success
P3322252,C000370,2023-09-17,0.0,Failed
P5672493,C000370,2023-10-17,29.99,Success
P3577576,C000370,2023-11-16,0.0,Failed
P4358208,C000370,2023-12-16,29.99,Success
P3212552,C000370,2024-01-15,29.99,Success
P5629239,C000370,2024-02-14,29.99,Success
P5967363,C000370,2024-03-15,29.99,Success
P5921118,C000370,2024-04-14,29.99,Success
P8680545,C000371,2024-07-06,29.99,Success
P5428750,C000371,2024-08-05,29.99,Success
P6473913,C000371,2024-09-04,29.99,Success
P4933197,C000371,2024-10-04,29.99,Success
P3797398,C000371,2024-11-03,29.99,Success
P1300233,C000371,2024-12-03,29.99,Success
P8235858,C000372,2023-02-27,59.99,Success
P3167069,C000372,2023-03-29,0.0,Failed
P9683477,C000372,2023-04-28,59.99,Success
P1273137,C000372,2023-05-28,59.99,Success
P3890542,C000372,2023-06-27,0.0,Failed
P9998196,C000372,2023-07-27,59.99,Success
P9081959,C000372,2023-08-26,0.0,Failed
P3330688,C000372,2023-09-25,59.99,Success
P8078871,C000372,2023-10-25,59.99,Success
P6259911,C000372,2023-11-24,59.99,Success
P3473703,C000372,2023-12-24,59.99,Success
P3852796,C000372,2024-01-23,59.99,Success
P9623852,C000372,2024-02-22,59.99,Success
P7689438,C000372,2024-03-23,59.99,Success
P4435943,C000372,2024-04-22,59.99,Success
P6372872,C000372,2024-05-22,59.99,Success
P4641570,C000372,2024-06-21,59.99,Success
P3928034,C000372,2024-07-21,59.99,Success
P3507839,C000372,2024-08-20,59.99,Success
P9302796,C000372,2024-09-19,59.99,Success
P6116547,C000372,2024-10-19,59.99,Success
P5494996,C000372,2024-11-18,59.99,Success
P7575674,C000372,2024-12-18,59.99,Success
P9652861,C000373,2023-01-19,59.99,Success
P9808728,C000373,2023-02-18,59.99,Success
P2366980,C000373,2023-03-20,59.99,Success
P5547063,C000373,2023-04-19,59.99,Success
P3797632,C000373,2023-05-19,59.99,Success
P3752831,C000373,2023-06-18,59.99,Success
P4213743,C000373,2023-07-18,59.99,Success
P9424046,C000373,2023-08-17,59.99,Success
P6051556,C000373,2023-09-16,59.99,Success
P7630194,C000373,2023-10-16,59.99,Success
P8460944,C000373,2023-11-15,59.99,Success
P9528130,C000373,2023-12-15,59.99,Success
P9540056,C000373,2024-01-14,59.99,Success
P3461333,C000373,2024-02-13,59.99,Success
P2861042,C000373,2024-03-14,59.99,Success
P4804674,C000373,2024-04-13,59.99,Success
P6335268,C000373,2024-05-13,59.99,Success
P3995962,C000373,2024-06-12,59.99,Success
P5361462,C000373,2024-07-12,59.99,Success
P6992546,C000373,2024-08-11,59.99,Success
P5317704,C000373,2024-09-10,59.99,Success
