subscription_id,customer_id,plan_type,start_date,end_date,monthly_price
S284239,C002085,Basic,2024-08-17,,29.99
S358281,C002086,Enterprise,2023-07-16,2024-01-12,129.99
S594278,C002087,Pro,2022-07-27,,59.99
S489111,C002088,Pro,2024-08-19,,59.99
S589221,C002089,Pro,2024-08-07,,59.99
S739247,C002090,Basic,2023-01-28,,29.99
S853229,C002091,Basic,2023-02-03,,29.99
S719152,C002092,Pro,2022-09-26,,59.99
S399093,C002093,Basic,2022-12-21,,29.99
S303510,C002094,Enterprise,2023-08-13,,129.99
S992169,C002095,Basic,2022-02-13,,29.99
S778320,C002096,Enterprise,2023-07-15,,129.99
S557051,C002097,Pro,2024-02-20,,59.99
S335954,C002098,Enterprise,2023-07-10,,129.99
S139987,C002099,Basic,2024-07-01,,29.99
S997322,C002100,Enterprise,2024-03-13,,129.99
S713685,C002101,Basic,2023-11-26,,29.99
S224468,C002102,Pro,2024-05-13,,59.99
S212410,C002103,Enterprise,2024-07-13,,129.99
S527819,C002104,Pro,2024-05-06,,59.99
S712941,C002105,Basic,2024-07-13,,29.99
S590418,C002106,Basic,2022-12-16,,29.99
S508763,C002107,Enterprise,2022-11-03,,129.99
S167351,C002108,Pro,2024-01-28,,59.99
S998874,C002109,Pro,2024-10-11,,59.99
S982746,C002110,Basic,2024-02-29,2024-08-27,29.99
S879762,C002111,Pro,2023-10-20,2024-03-18,59.99
S339691,C002112,Basic,2023-06-16,2024-12-07,29.99
S264344,C002113,Enterprise,2022-06-14,,129.99
S676659,C002114,Basic,2022-10-24,,29.99
S925068,C002115,Basic,2024-03-24,2024-08-21,29.99
S328412,C002116,Pro,2024-01-20,,59.99
S556287,C002117,Enterprise,2022-04-19,,129.99
S476422,C002118,Pro,2022-06-27,2022-09-25,59.99
S638805,C002119,Basic,2024-02-04,,29.99
S610996,C002120,Enterprise,2024-04-08,,129.99
S774726,C002121,Basic,2022-11-12,,29.99
S991753,C002122,Pro,2022-07-01,,59.99
S748806,C002123,Enterprise,2023-06-25,,129.99
S491286,C002124,Enterprise,2023-01-06,,129.99
S366648,C002125,Basic,2023-01-13,,29.99
S153601,C002126,Pro,2023-07-01,,59.99
S286207,C002127,Basic,2024-05-03,,29.99
S913814,C002128,Basic,2022-02-09,,29.99
S878464,C002129,Enterprise,2024-08-29,,129.99
S687686,C002130,Enterprise,2022-11-26,,129.99
S323395,C002131,Pro,2024-09-25,2024-12-31,59.99
S768940,C002132,Enterprise,2022-04-04,,129.99
S157975,C002133,Pro,2023-08-30,,59.99
S431568,C002134,Basic,2023-06-26,,29.99
S574574,C002135,Enterprise,2022-01-27,,129.99
S780079,C002136,Pro,2023-11-10,2024-09-05,59.99
S108922,C002137,Basic,2023-04-10,,29.99
S853744,C002138,Enterprise,2022-10-28,,129.99
S527910,C002139,Basic,2023-05-18,,29.99
S581546,C002140,Enterprise,2023-11-08,,129.99
S412053,C002141,Enterprise,2024-06-13,,129.99
S662529,C002142,Enterprise,2022-06-20,,129.99
S253297,C002143,Enterprise,2023-05-10,,129.99
S544558,C002144,Basic,2023-12-11,,29.99
S200934,C002145,Enterprise,2022-06-23,,129.99
S355419,C002146,Basic,2023-05-03,,29.99
S238582,C002147,Enterprise,2025-01-02,,129.99
S175152,C002148,Pro,2022-07-26,,59.99
S886791,C002149,Basic,2022-09-16,,29.99
S355521,C002150,Pro,2024-06-17,,59.99
S163026,C002151,Basic,2024-09-15,2024-12-31,29.99
S425587,C002152,Basic,2022-11-21,,29.99
S103063,C002153,Basic,2022-12-23,,29.99
S479230,C002154,Basic,2022-08-28,2023-04-25,29.99
S908397,C002155,Basic,2022-06-05,2022-10-03,29.99
S306555,C002156,Enterprise,2024-02-04,,129.99
S180527,C002157,Enterprise,2024-12-19,,129.99
S648375,C002158,Enterprise,2023-08-14,,129.99
S917611,C002159,Basic,2023-12-26,,29.99
S333060,C002160,Enterprise,2023-11-20,,129.99
S109476,C002161,Pro,2024-07-23,,59.99
S692802,C002162,Basic,2024-01-30,,29.99
S813263,C002163,Enterprise,2023-06-09,,129.99
S835485,C002164,Basic,2024-08-18,,29.99
S874142,C002165,Pro,2022-05-30,,59.99
S113243,C002166,Pro,2024-11-05,,59.99
S779494,C002167,Pro,2022-10-27,2023-10-22,59.99
S605563,C002168,Pro,2023-12-24,,59.99
S144817,C002169,Basic,2024-11-08,,29.99
S235687,C002170,Basic,2023-09-13,,29.99
S918459,C002171,Basic,2024-06-03,2024-11-30,29.99
S109264,C002172,Basic,2023-11-27,,29.99
S554769,C002173,Pro,2022-06-02,,59.99
S687861,C002174,Basic,2024-03-04,,29.99
S932859,C002175,Pro,2024-03-11,,59.99
S785989,C002176,Basic,2022-10-07,,29.99
S978654,C002177,Enterprise,2023-01-13,,129.99
S209261,C002178,Enterprise,2022-04-28,,129.99
S581063,C002179,Basic,2023-03-02,,29.99
S489351,C002180,Basic,2023-10-21,,29.99
S215478,C002181,Basic,2024-11-25,,29.99
S752440,C002182,Enterprise,2023-08-01,2023-12-29,129.99
S773796,C002183,Pro,2023-05-05,,59.99
S372149,C002184,Pro,2022-12-05,,59.99
S734921,C002185,Pro,2022-09-07,,59.99
S746798,C002186,Pro,2023-09-25,,59.99
S454871,C002187,Pro,2022-08-22,,59.99
S220464,C002188,Pro,2023-09-16,,59.99
S575549,C002189,Enterprise,2024-04-08,,129.99
S182048,C002190,Pro,2022-03-23,,59.99
S567819,C002191,Basic,2024-04-03,,29.99
S950270,C002192,Enterprise,2024-08-07,,129.99
S891935,C002193,Basic,2023-06-30,,29.99
S886519,C002194,Enterprise,2024-10-03,2024-12-31,129.99
S546333,C002195,Basic,2022-07-08,,29.99
S471589,C002196,Basic,2023-05-30,,29.99
S241004,C002197,Pro,2023-12-07,,59.99
S902068,C002198,Enterprise,2023-09-16,,129.99
S914073,C002199,Pro,2022-12-13,,59.99
S329385,C002200,Pro,2022-06-25,,59.99
S618435,C002201,Basic,2024-04-18,2024-12-31,29.99
S203227,C002202,Basic,2023-12-06,,29.99
S883747,C002203,Basic,2023-11-13,2024-12-31,29.99
S148798,C002204,Pro,2022-08-21,,59.99
S246580,C002205,Basic,2024-02-14,,29.99
S787107,C002206,Basic,2023-03-17,,29.99
S402713,C002207,Enterprise,2023-11-10,,129.99
S172191,C002208,Enterprise,2023-11-13,,129.99
S925710,C002209,Pro,2022-01-18,,59.99
S499783,C002210,Pro,2022-09-18,,59.99
S544871,C002211,Basic,2023-10-24,,29.99
S100889,C002212,Basic,2022-11-18,2023-08-15,29.99
S215815,C002213,Pro,2024-05-19,,59.99
S579281,C002214,Basic,2022-05-22,,29.99
S201462,C002215,Pro,2024-03-10,,59.99
S282573,C002216,Enterprise,2024-06-05,,129.99
S207233,C002217,Enterprise,2024-08-14,,129.99
S409876,C002218,Pro,2024-06-03,,59.99
S730157,C002219,Enterprise,2022-12-09,2023-06-07,129.99
S872928,C002220,Pro,2023-09-02,,59.99
S535849,C002221,Pro,2022-03-03,,59.99
S982606,C002222,Pro,2024-04-03,2024-07-02,59.99
S495426,C002223,Pro,2022-08-24,2023-09-18,59.99
S721968,C002224,Enterprise,2024-05-27,2024-12-31,129.99
S606500,C002225,Enterprise,2025-01-06,,129.99
S495737,C002226,Basic,2023-02-10,,29.99
S917270,C002227,Enterprise,2023-08-08,,129.99
S129681,C002228,Basic,2022-05-28,,29.99
S330570,C002229,Pro,2023-05-26,,59.99
S732659,C002230,Pro,2022-11-04,,59.99
S864345,C002231,Enterprise,2022-02-21,2023-05-17,129.99
S983885,C002232,Basic,2024-12-13,,29.99
S461250,C002233,Basic,2023-09-17,,29.99
S883097,C002234,Enterprise,2023-03-28,,129.99
S841287,C002235,Basic,2024-12-12,,29.99
S793444,C002236,Enterprise,2024-05-05,,129.99
S160451,C002237,Enterprise,2024-12-29,2024-12-31,129.99
S393768,C002238,Pro,2023-10-14,2024-08-09,59.99
S152302,C002239,Basic,2023-01-09,2023-12-05,29.99
S818894,C002240,Pro,2024-09-04,,59.99
S185937,C002241,Basic,2024-03-11,2024-09-07,29.99
S278613,C002242,Enterprise,2024-09-22,,129.99
S264498,C002243,Basic,2024-01-23,,29.99
S230104,C002244,Pro,2022-06-27,,59.99
S121414,C002245,Enterprise,2022-12-20,,129.99
S568031,C002246,Basic,2022-03-24,2022-09-20,29.99
S910210,C002247,Enterprise,2024-06-23,,129.99
S156023,C002248,Pro,2022-12-27,,59.99
S651362,C002249,Pro,2024-11-27,2024-12-31,59.99
S973076,C002250,Enterprise,2022-09-06,2023-08-02,129.99
S398696,C002251,Enterprise,2022-07-21,,129.99
S570596,C002252,Enterprise,2022-07-25,,129.99
S159643,C002253,Enterprise,2023-03-01,,129.99
S241370,C002254,Pro,2024-11-24,,59.99
S230273,C002255,Basic,2023-01-20,,29.99
S672821,C002256,Basic,2023-05-21,,29.99
S452061,C002257,Pro,2022-01-24,,59.99
S641887,C002258,Pro,2024-08-30,,59.99
S679749,C002259,Enterprise,2024-11-09,,129.99
S795111,C002260,Enterprise,2024-02-23,,129.99
S109870,C002261,Basic,2022-10-30,,29.99
S616440,C002262,Pro,2024-10-06,,59.99
S939687,C002263,Basic,2023-09-14,,29.99
S840888,C002264,Enterprise,2024-10-13,,129.99
S355070,C002265,Pro,2023-11-17,,59.99
S309837,C002266,Basic,2024-04-12,,29.99
S725347,C002267,Basic,2023-07-28,,29.99
S973257,C002268,Pro,2024-06-20,,59.99
S957710,C002269,Pro,2024-08-19,,59.99
S208376,C002270,Basic,2024-02-17,2024-12-31,29.99
S419908,C002271,Pro,2023-06-06,,59.99
S328504,C002272,Enterprise,2022-06-11,,129.99
S687783,C002273,Pro,2024-10-08,,59.99
S192987,C002274,Enterprise,2023-01-12,,129.99
S321521,C002275,Enterprise,2023-02-11,,129.99
S823246,C002276,Enterprise,2023-09-09,,129.99
S779760,C002277,Enterprise,2022-05-08,,129.99
S713676,C002278,Enterprise,2024-06-29,,129.99
S831590,C002279,Basic,2023-09-15,2024-05-12,29.99
S900702,C002280,Basic,2023-10-23,,29.99
S963290,C002281,Basic,2024-08-11,,29.99
S180593,C002282,Basic,2023-06-27,,29.99
S297682,C002283,Pro,2022-09-01,2023-10-26,59.99
S280083,C002284,Enterprise,2024-12-31,,129.99
S332577,C002285,Basic,2022-05-03,,29.99
S542070,C002286,Enterprise,2024-05-20,,129.99
S978264,C002287,Basic,2023-07-12,,29.99
S593047,C002288,Basic,2022-12-26,,29.99
S652477,C002289,Enterprise,2023-02-18,,129.99
S706491,C002290,Pro,2024-11-28,,59.99
S989071,C002291,Basic,2023-07-10,,29.99
S354460,C002292,Basic,2023-08-08,2023-12-06,29.99
S271276,C002293,Pro,2022-08-20,,59.99
S489620,C002294,Enterprise,2024-10-28,2024-12-31,129.99
S627981,C002295,Enterprise,2024-02-19,2024-12-31,129.99
S960177,C002296,Basic,2024-08-16,2024-12-31,29.99
S260587,C002297,Basic,2024-04-03,2024-09-30,29.99
S868100,C002298,Pro,2022-01-26,2022-12-22,59.99
S762823,C002299,Basic,2023-02-03,,29.99
S437805,C002300,Basic,2022-03-20,,29.99
S559218,C002301,Pro,2022-01-15,,59.99
S974121,C002302,Pro,2024-05-11,,59.99
S875701,C002303,Enterprise,2023-03-04,,129.99
S684739,C002304,Basic,2022-02-07,,29.99
S874954,C002305,Basic,2022-04-14,,29.99
S541420,C002306,Pro,2023-05-02,2024-10-23,59.99
S211457,C002307,Basic,2023-01-06,,29.99
S525528,C002308,Enterprise,2024-01-19,2024-10-15,129.99
S830032,C002309,Basic,2024-03-24,,29.99
S344602,C002310,Enterprise,2024-06-01,,129.99
S373804,C002311,Enterprise,2023-01-22,,129.99
S202412,C002312,Pro,2024-05-15,,59.99
S910088,C002313,Basic,2022-04-08,,29.99
S433802,C002314,Enterprise,2024-04-19,,129.99
S429201,C002315,Basic,2024-01-23,,29.99
S913674,C002316,Pro,2024-06-25,,59.99
S354134,C002317,Basic,2024-06-23,,29.99
S909304,C002318,Basic,2022-07-18,,29.99
S519370,C002319,Pro,2022-05-31,,59.99
S872672,C002320,Enterprise,2022-11-03,,129.99
S751965,C002321,Pro,2024-02-02,,59.99
S715664,C002322,Basic,2024-06-20,,29.99
S793739,C002323,Pro,2023-03-05,,59.99
S926550,C002324,Pro,2022-02-05,,59.99
S587392,C002325,Enterprise,2022-03-17,,129.99
S391048,C002326,Basic,2022-09-15,,29.99
S836748,C002327,Enterprise,2023-01-20,2023-09-17,129.99
S606939,C002328,Basic,2022-03-18,,29.99
S444585,C002329,Enterprise,2023-03-29,2023-12-24,129.99
S197462,C002330,Enterprise,2024-03-06,,129.99
S169774,C002331,Pro,2024-12-06,2024-12-31,59.99
S751899,C002332,Basic,2024-07-28,,29.99
S549621,C002333,Pro,2022-08-17,,59.99
S826045,C002334,Pro,2023-04-04,2024-09-25,59.99
S602081,C002335,Basic,2023-02-12,,29.99
S840936,C002336,Enterprise,2022-04-09,,129.99
S840658,C002337,Pro,2022-01-21,,59.99
S782052,C002338,Basic,2023-03-01,2023-09-27,29.99
S279029,C002339,Basic,2023-12-16,,29.99
S383506,C002340,Enterprise,2022-10-02,,129.99
S950141,C002341,Basic,2024-09-18,2024-12-31,29.99
S806435,C002342,Basic,2024-01-01,,29.99
S869151,C002343,Basic,2022-06-05,,29.99
S427859,C002344,Basic,2022-07-28,,29.99
S115116,C002345,Pro,2022-05-24,,59.99
S670716,C002346,Basic,2023-09-25,,29.99
S929321,C002347,Basic,2022-01-14,,29.99
S381495,C002348,Pro,2024-01-13,,59.99
S262845,C002349,Basic,2024-05-31,2024-12-31,29.99
S132314,C002350,Enterprise,2023-10-11,,129.99
S393088,C002351,Basic,2023-09-05,,29.99
S977431,C002352,Basic,2022-03-05,,29.99
S831598,C002353,Pro,2023-10-02,,59.99
S560553,C002354,Enterprise,2024-07-27,,129.99
S223748,C002355,Pro,2023-06-10,2023-11-07,59.99
S639758,C002356,Enterprise,2022-03-08,,129.99
S452702,C002357,Pro,2024-01-28,2024-06-26,59.99
S108456,C002358,Pro,2023-11-01,,59.99
S208055,C002359,Enterprise,2024-06-14,2024-12-31,129.99
S301751,C002360,Pro,2023-04-22,2024-06-15,59.99
S750160,C002361,Enterprise,2023-05-23,,129.99
S301872,C002362,Enterprise,2022-03-16,,129.99
S435459,C002363,Pro,2023-02-19,,59.99
S767195,C002364,Pro,2022-09-15,,59.99
S197872,C002365,Basic,2023-05-20,2024-06-13,29.99
S633275,C002366,Enterprise,2023-05-05,2023-09-02,129.99
S179789,C002367,Basic,2022-08-08,,29.99
S961729,C002368,Enterprise,2023-12-16,,129.99
S774238,C002369,Basic,2022-07-15,,29.99
S501951,C002370,Basic,2024-11-14,,29.99
S380145,C002371,Pro,2022-06-13,,59.99
S705979,C002372,Basic,2022-04-03,,29.99
S136944,C002373,Enterprise,2023-12-24,,129.99
S353610,C002374,Enterprise,2023-04-02,,129.99
S845668,C002375,Pro,2022-12-25,,59.99
S711410,C002376,Pro,2024-08-26,,59.99
S543994,C002377,Enterprise,2023-03-09,,129.99
S913031,C002378,Enterprise,2024-05-07,,129.99
S463828,C002379,Basic,2023-03-07,,29.99
S663357,C002380,Basic,2023-09-10,,29.99
S696305,C002381,Pro,2024-09-22,,59.99
S975313,C002382,Pro,2024-01-21,,59.99
S962684,C002383,Basic,2022-03-18,,29.99
S891145,C002384,Enterprise,2023-08-05,,129.99
S809683,C002385,Basic,2024-09-06,,29.99
S751282,C002386,Basic,2023-06-02,,29.99
S932560,C002387,Basic,2022-07-04,,29.99
S394065,C002388,Pro,2023-09-27,,59.99
S256024,C002389,Enterprise,2023-11-29,,129.99
S496934,C002390,Pro,2023-08-26,,59.99
S286305,C002391,Pro,2022-07-16,,59.99
S296944,C002392,Enterprise,2024-02-05,,129.99
S311363,C002393,Pro,2023-04-26,2024-01-21,59.99
S642525,C002394,Pro,2024-04-20,,59.99
S341248,C002395,Enterprise,2022-01-23,,129.99
S318824,C002396,Basic,2022-08-08,,29.99
S873406,C002397,Pro,2022-03-20,2022-09-16,59.99
S557367,C002398,Enterprise,2023-10-22,,129.99
S867195,C002399,Enterprise,2022-12-08,,129.99
S555771,C002400,Basic,2024-06-27,,29.99
S284264,C002401,Pro,2023-11-24,2024-11-18,59.99
S862795,C002402,Pro,2022-12-09,,59.99
S502358,C002403,Enterprise,2024-04-22,,129.99
S681419,C002404,Enterprise,2024-11-07,,129.99
S121835,C002405,Pro,2024-10-26,,59.99
S314121,C002406,Pro,2022-02-17,,59.99
S705676,C002407,Pro,2023-02-28,2023-05-29,59.99
S895993,C002408,Pro,2023-09-11,,59.99
S648470,C002409,Enterprise,2024-01-01,,129.99
S738350,C002410,Enterprise,2024-04-23,,129.99
S984503,C002411,Pro,2024-11-08,2024-12-31,59.99
S108657,C002412,Enterprise,2024-08-20,,129.99
S945853,C002413,Basic,2022-02-11,2023-06-06,29.99
S542446,C002414,Enterprise,2022-09-22,,129.99
S319707,C002415,Pro,2024-11-18,,59.99
S200795,C002416,Pro,2024-08-08,,59.99
S146977,C002417,Pro,2022-10-17,2023-11-11,59.99
S941553,C002418,Pro,2023-01-23,2023-07-22,59.99
S311192,C002419,Enterprise,2022-01-13,,129.99
S387277,C002420,Basic,2023-11-16,2024-12-10,29.99
S322577,C002421,Basic,2024-01-19,2024-12-31,29.99
S875497,C002422,Pro,2022-06-26,,59.99
S776390,C002423,Enterprise,2022-06-02,,129.99
S495618,C002424,Pro,2023-07-16,,59.99
S550572,C002425,Enterprise,2024-04-27,,129.99
S665071,C002426,Pro,2023-05-04,,59.99
S370757,C002427,Enterprise,2024-01-08,,129.99
S528430,C002428,Pro,2024-01-25,,59.99
S579803,C002429,Enterprise,2024-02-15,,129.99
S996675,C002430,Enterprise,2022-11-21,,129.99
S996653,C002431,Enterprise,2023-07-22,,129.99
S153991,C002432,Pro,2023-01-25,,59.99
S373533,C002433,Basic,2022-11-11,,29.99
S186020,C002434,Enterprise,2022-11-18,,129.99
S895572,C002435,Basic,2023-02-20,,29.99
S649033,C002436,Basic,2024-10-14,,29.99
S850596,C002437,Pro,2022-02-08,,59.99
S453078,C002438,Pro,2024-11-17,,59.99
S539176,C002439,Pro,2022-09-09,2023-11-03,59.99
S441618,C002440,Pro,2022-12-04,,59.99
S455159,C002441,Basic,2022-06-23,,29.99
S863333,C002442,Basic,2023-06-02,,29.99
S120974,C002443,Enterprise,2023-02-09,,129.99
S503030,C002444,Enterprise,2023-07-05,,129.99
S406741,C002445,Pro,2022-05-09,,59.99
S858334,C002446,Pro,2022-08-06,,59.99
S397886,C002447,Enterprise,2022-07-20,2023-04-16,129.99
S740361,C002448,Enterprise,2022-12-12,2024-02-05,129.99
S703438,C002449,Enterprise,2024-05-31,,129.99
S119552,C002450,Enterprise,2024-08-13,,129.99
S896360,C002451,Pro,2022-04-01,,59.99
S451402,C002452,Basic,2022-02-11,,29.99
S998495,C002453,Pro,2023-01-15,,59.99
S929410,C002454,Enterprise,2023-01-12,,129.99
S425967,C002455,Basic,2024-07-20,2024-12-31,29.99
S964890,C002456,Basic,2022-02-14,,29.99
S377131,C002457,Enterprise,2023-05-27,,129.99
S688240,C002458,Basic,2024-08-24,,29.99
S594538,C002459,Pro,2024-06-06,,59.99
S716381,C002460,Enterprise,2023-05-19,,129.99
S447218,C002461,Basic,2023-10-06,,29.99
S415267,C002462,Pro,2024-03-12,,59.99
S236370,C002463,Basic,2024-05-18,,29.99
S815641,C002464,Pro,2023-10-03,,59.99
S840006,C002465,Basic,2022-09-29,2023-10-24,29.99
S880736,C002466,Pro,2022-06-01,,59.99
S971284,C002467,Basic,2024-12-19,2024-12-31,29.99
S927940,C002468,Pro,2022-04-18,,59.99
S531250,C002469,Basic,2024-09-22,,29.99
S700802,C002470,Basic,2023-12-16,2024-12-10,29.99
S885021,C002471,Basic,2024-06-14,,29.99
S686455,C002472,Pro,2024-08-08,,59.99
S504081,C002473,Basic,2024-02-03,,29.99
S637027,C002474,Basic,2022-06-04,,29.99
S119865,C002475,Pro,2024-04-25,,59.99
S188688,C002476,Enterprise,2022-01-26,,129.99
S183326,C002477,Basic,2024-01-20,,29.99
S730280,C002478,Basic,2024-07-13,2024-12-31,29.99
S945689,C002479,Pro,2022-09-08,,59.99
S318519,C002480,Enterprise,2023-08-06,,129.99
S408224,C002481,Basic,2024-05-03,,29.99
S628183,C002482,Enterprise,2022-09-29,,129.99
S581995,C002483,Pro,2023-08-26,2024-12-31,59.99
S494314,C002484,Pro,2024-04-18,,59.99
S326738,C002485,Pro,2024-07-28,,59.99
S535110,C002486,Pro,2024-05-02,,59.99
S303741,C002487,Basic,2023-08-04,,29.99
S326106,C002488,Enterprise,2022-03-23,,129.99
S813034,C002489,Pro,2022-10-17,,59.99
S759415,C002490,Pro,2023-08-23,,59.99
S522540,C002491,Enterprise,2024-09-11,,129.99
S726785,C002492,Enterprise,2023-03-16,,129.99
S874635,C002493,Pro,2022-12-08,,59.99
S343929,C002494,Enterprise,2024-03-30,,129.99
S175433,C002495,Basic,2023-12-18,,29.99
S305705,C002496,Enterprise,2024-05-24,,129.99
S561105,C002497,Basic,2024-08-14,,29.99
S193089,C002498,Enterprise,2022-09-30,,129.99
S983123,C002499,Pro,2024-04-27,,59.99
S150139,C002500,Enterprise,2024-06-25,,129.99
S330519,C002501,Pro,2022-09-27,,59.99
S568189,C002502,Basic,2024-09-27,,29.99
S474685,C002503,Pro,2022-02-08,,59.99
S548798,C002504,Pro,2023-09-15,,59.99
S242506,C002505,Basic,2023-11-08,2024-12-31,29.99
S511475,C002506,Pro,2022-11-25,,59.99
S428373,C002507,Pro,2022-02-02,,59.99
S634186,C002508,Enterprise,2024-07-19,,129.99
S681192,C002509,Enterprise,2023-05-17,,129.99
S377837,C002510,Enterprise,2023-01-25,2024-07-18,129.99
S492517,C002511,Pro,2024-01-11,,59.99
S817371,C002512,Enterprise,2022-09-13,,129.99
S351057,C002513,Pro,2022-08-25,,59.99
S626841,C002514,Pro,2023-05-28,,59.99
S245057,C002515,Enterprise,2023-05-17,,129.99
S567796,C002516,Enterprise,2023-11-02,2024-07-29,129.99
S925451,C002517,Enterprise,2022-11-04,,129.99
S965942,C002518,Pro,2022-10-11,,59.99
S922092,C002519,Basic,2024-01-10,,29.99
S508203,C002520,Basic,2022-01-08,,29.99
S395061,C002521,Pro,2023-08-06,2024-12-31,59.99
S257598,C002522,Basic,2023-05-22,,29.99
S603335,C002523,Basic,2022-02-06,,29.99
S471920,C002524,Pro,2024-12-12,,59.99
S725761,C002525,Basic,2022-01-23,,29.99
S309422,C002526,Pro,2022-10-06,,59.99
S179724,C002527,Pro,2022-01-02,,59.99
S903765,C002528,Pro,2024-08-13,2024-12-31,59.99
S914697,C002529,Basic,2023-08-06,,29.99
S752204,C002530,Basic,2022-04-30,,29.99
S927081,C002531,Enterprise,2022-05-28,,129.99
S852486,C002532,Basic,2023-12-14,,29.99
S874346,C002533,Basic,2023-04-17,2024-03-12,29.99
S528910,C002534,Basic,2024-06-03,,29.99
S474413,C002535,Pro,2023-09-27,,59.99
S257302,C002536,Enterprise,2022-06-24,,129.99
S857440,C002537,Basic,2024-04-19,2024-12-31,29.99
S356026,C002538,Pro,2022-10-29,,59.99
S449733,C002539,Enterprise,2023-05-19,,129.99
S543197,C002540,Enterprise,2023-12-31,,129.99
S458567,C002541,Pro,2023-03-26,,59.99
S310013,C002542,Basic,2024-03-31,,29.99
S531612,C002543,Enterprise,2023-06-03,,129.99
S138607,C002544,Pro,2024-10-08,2024-12-31,59.99
S130307,C002545,Pro,2023-10-26,,59.99
S173546,C002546,Enterprise,2022-04-21,2022-09-18,129.99
S357440,C002547,Basic,2023-09-03,,29.99
S890064,C002548,Pro,2022-11-15,,59.99
S181575,C002549,Enterprise,2023-11-22,2024-12-31,129.99
S822924,C002550,Basic,2024-11-05,,29.99
S974038,C002551,Enterprise,2022-03-31,2023-06-24,129.99
S190978,C002552,Pro,2023-10-12,,59.99
S816017,C002553,Enterprise,2024-03-06,,129.99
S885253,C002554,Pro,2024-03-26,2024-12-21,59.99
S390121,C002555,Pro,2023-06-16,,59.99
S180216,C002556,Pro,2024-01-18,,59.99
S421296,C002557,Pro,2023-12-07,,59.99
S197527,C002558,Pro,2023-10-26,2024-12-31,59.99
S901232,C002559,Enterprise,2022-07-25,,129.99
S635949,C002560,Enterprise,2022-08-09,,129.99
S100062,C002561,Pro,2023-06-28,,59.99
S868687,C002562,Pro,2023-03-13,2024-08-04,59.99
S803819,C002563,Enterprise,2023-05-28,2024-08-20,129.99
S919958,C002564,Enterprise,2024-09-28,,129.99
S254414,C002565,Pro,2023-09-29,,59.99
S876338,C002566,Enterprise,2024-05-13,2024-08-11,129.99
S239635,C002567,Pro,2022-05-20,,59.99
S459759,C002568,Pro,2023-03-31,,59.99
S493139,C002569,Enterprise,2023-02-08,,129.99
S773084,C002570,Basic,2024-09-11,,29.99
S389644,C002571,Enterprise,2022-01-27,,129.99
S835454,C002572,Enterprise,2022-10-29,,129.99
S342805,C002573,Basic,2024-03-02,,29.99
S289247,C002574,Basic,2022-07-24,,29.99
S294967,C002575,Enterprise,2023-01-28,,129.99
S399654,C002576,Pro,2024-04-22,,59.99
S391755,C002577,Basic,2023-04-08,,29.99
S353723,C002578,Pro,2023-09-03,,59.99
S542846,C002579,Enterprise,2023-12-04,,129.99
S170344,C002580,Basic,2024-02-17,2024-09-14,29.99
S471776,C002581,Pro,2023-11-01,,59.99
S192525,C002582,Basic,2024-02-24,,29.99
S494365,C002583,Enterprise,2023-05-29,,129.99
S608091,C002584,Basic,2024-06-17,,29.99
S355470,C002585,Pro,2024-08-26,,59.99
S365636,C002586,Basic,2022-05-07,2022-10-04,29.99
S876627,C002587,Pro,2022-07-28,,59.99
S275803,C002588,Enterprise,2023-07-04,,129.99
S413767,C002589,Pro,2022-03-26,,59.99
S234429,C002590,Pro,2022-03-13,,59.99
S443213,C002591,Basic,2023-01-05,,29.99
S395725,C002592,Enterprise,2024-02-02,,129.99
S882556,C002593,Basic,2023-04-30,,29.99
S921130,C002594,Enterprise,2024-12-10,2024-12-31,129.99
S776478,C002595,Enterprise,2022-06-01,,129.99
S474707,C002596,Basic,2024-03-12,,29.99
S884040,C002597,Basic,2024-09-03,,29.99
S891446,C002598,Enterprise,2024-04-06,,129.99
S621038,C002599,Pro,2023-03-22,2024-03-16,59.99
S200151,C002600,Pro,2023-11-28,,59.99
S484270,C002601,Basic,2022-11-28,2023-08-25,29.99
S807071,C002602,Basic,2023-01-11,,29.99
S248220,C002603,Basic,2022-06-18,,29.99
S305096,C002604,Pro,2024-07-29,2024-12-31,59.99
S538732,C002605,Pro,2023-10-04,,59.99
S466227,C002606,Pro,2022-07-14,2022-12-11,59.99
S652838,C002607,Basic,2023-05-11,,29.99
S768672,C002608,Enterprise,2024-04-02,,129.99
S612711,C002609,Basic,2024-03-19,2024-09-15,29.99
S443794,C002610,Enterprise,2024-10-31,,129.99
S948136,C002611,Pro,2023-11-03,2024-03-02,59.99
S418335,C002612,Enterprise,2024-04-15,,129.99
S810322,C002613,Enterprise,2023-05-23,,129.99
S279106,C002614,Basic,2024-03-25,,29.99
S478542,C002615,Enterprise,2023-12-16,2024-12-31,129.99
S215974,C002616,Enterprise,2022-03-13,,129.99
S461928,C002617,Pro,2022-03-10,,59.99
S325582,C002618,Enterprise,2022-10-20,,129.99
S995289,C002619,Enterprise,2024-10-27,,129.99
S331042,C002620,Basic,2024-08-26,,29.99
S899229,C002621,Pro,2022-04-03,,59.99
S674338,C002622,Enterprise,2024-05-12,,129.99
S143046,C002623,Enterprise,2024-11-04,,129.99
S305602,C002624,Enterprise,2023-07-02,,129.99
S958914,C002625,Enterprise,2023-01-01,,129.99
S298263,C002626,Pro,2022-12-06,2024-02-29,59.99
